'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'RespondedExistence(01_HOOFD_011, 01_HOOFD_065_0)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_065_0';0.624;0.442;0.196
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_0)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_0';0.998;0.441;0.313
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_1';1.000;0.554;0.393
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_065_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_065_2';1.000;0.553;0.392
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_090)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_090';1.000;0.338;0.240
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_100)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_100';1.000;0.177;0.125
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_101';1.000;0.209;0.148
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_101b)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_101b';1.000;0.231;0.164
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110';1.000;0.385;0.273
'RespondedExistence(01_HOOFD_011, 01_HOOFD_110_0)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_110_0';0.586;0.416;0.173
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_0';0.998;0.415;0.294
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_1';1.000;0.327;0.232
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_110_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_110_2';1.000;0.337;0.239
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_120)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_120';1.000;0.371;0.263
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_130';1.000;0.292;0.207
'RespondedExistence(01_HOOFD_011, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_180';0.914;0.648;0.593
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_180';1.000;0.709;0.649
'AlternateResponse(01_HOOFD_011, 01_HOOFD_195)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_195';0.844;0.599;0.436
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_195';1.000;0.709;0.517
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_196)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_196';1.000;0.284;0.201
'RespondedExistence(01_HOOFD_011, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_200';0.837;0.594;0.505
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_200';1.000;0.709;0.603
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_250)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_250';1.000;0.326;0.231
'AlternateResponse(01_HOOFD_011, 01_HOOFD_250_1)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_250_1';0.686;0.487;0.239
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_250_1';1.000;0.492;0.349
'AlternateResponse(01_HOOFD_011, 01_HOOFD_250_2)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_250_2';0.686;0.487;0.239
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_250_2';1.000;0.492;0.349
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_260)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_260';1.000;0.325;0.230
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_270)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_270';1.000;0.252;0.179
'RespondedExistence(01_HOOFD_011, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_330';0.790;0.560;0.423
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_330';1.000;0.709;0.536
'AlternateResponse(01_HOOFD_011, 01_HOOFD_370)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_370';0.642;0.456;0.321
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_370';1.000;0.706;0.500
'AlternateResponse(01_HOOFD_011, 01_HOOFD_375)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_375';0.831;0.589;0.494
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_375';1.000;0.709;0.595
'RespondedExistence(01_HOOFD_011, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_380';0.831;0.589;0.494
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_380';1.000;0.709;0.595
'RespondedExistence(01_HOOFD_011, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_430';0.680;0.482;0.335
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_430';1.000;0.695;0.493
'NotCoExistence(01_HOOFD_011, 01_HOOFD_470)';'NotCoExistence';'01_HOOFD_011';'01_HOOFD_470';1.000;0.212;0.150
'RespondedExistence(01_HOOFD_011, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_480';0.675;0.478;0.332
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_480';1.000;0.694;0.492
'AlternateResponse(01_HOOFD_011, 01_HOOFD_490_1)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_490_1';0.817;0.579;0.478
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_1';1.000;0.709;0.585
'AlternateResponse(01_HOOFD_011, 01_HOOFD_490_1a)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_490_1a';0.517;0.367;0.134
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_1a)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_1a';1.000;0.367;0.260
'RespondedExistence(01_HOOFD_011, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_490_2';0.769;0.546;0.426
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_2';1.000;0.709;0.553
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_3)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_3';1.000;0.258;0.183
'AlternateResponse(01_HOOFD_011, 01_HOOFD_490_4)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_490_4';0.712;0.505;0.260
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_4';1.000;0.514;0.365
'RespondedExistence(01_HOOFD_011, 01_HOOFD_490_5)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_490_5';0.646;0.458;0.210
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_5)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_5';1.000;0.458;0.325
'RespondedExistence(01_HOOFD_011, 01_HOOFD_490_5a)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_490_5a';0.502;0.356;0.127
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_490_5a)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_490_5a';1.000;0.356;0.252
'RespondedExistence(01_HOOFD_011, 01_HOOFD_491)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_491';0.754;0.535;0.300
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_491';1.000;0.560;0.397
'AlternateResponse(01_HOOFD_011, 01_HOOFD_494a)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_494a';0.510;0.362;0.131
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_494a)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_494a';1.000;0.362;0.257
'AlternateResponse(01_HOOFD_011, 01_HOOFD_495)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_495';0.800;0.567;0.372
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_495';1.000;0.655;0.465
'RespondedExistence(01_HOOFD_011, 01_HOOFD_500)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_500';0.654;0.464;0.238
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_500';1.000;0.513;0.364
'RespondedExistence(01_HOOFD_011, 01_HOOFD_510_0)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_510_0';0.505;0.358;0.128
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_0)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_0';1.000;0.358;0.254
'AlternateResponse(01_HOOFD_011, 01_HOOFD_510_1)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_510_1';0.780;0.553;0.440
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_1';1.000;0.709;0.564
'RespondedExistence(01_HOOFD_011, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_510_2';0.800;0.567;0.460
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_2';1.000;0.709;0.574
'RespondedExistence(01_HOOFD_011, 01_HOOFD_510_2a)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_510_2a';0.505;0.358;0.128
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_2a)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_2a';1.000;0.358;0.254
'AlternateResponse(01_HOOFD_011, 01_HOOFD_510_3)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_510_3';0.654;0.464;0.215
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_3';1.000;0.464;0.329
'RespondedExistence(01_HOOFD_011, 01_HOOFD_510_4)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_510_4';0.634;0.450;0.202
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_510_4';1.000;0.450;0.319
'AlternateResponse(01_HOOFD_011, 01_HOOFD_515)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_515';0.654;0.464;0.215
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_515';1.000;0.464;0.329
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_519)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_519';1.000;0.200;0.141
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_520)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_520';1.000;0.346;0.245
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_530)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_530';1.000;0.339;0.240
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_809)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_809';1.000;0.246;0.175
'RespondedExistence(01_HOOFD_011, 01_HOOFD_810)';'RespondedExistence';'01_HOOFD_011';'01_HOOFD_810';0.763;0.541;0.355
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_810)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_810';1.000;0.656;0.465
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_811)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_811';1.000;0.331;0.234
'AlternateResponse(01_HOOFD_011, 01_HOOFD_814)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_814';0.597;0.423;0.179
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_814)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_814';1.000;0.423;0.300
'AlternateResponse(01_HOOFD_011, 01_HOOFD_815)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_815';0.597;0.423;0.179
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_815)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_815';1.000;0.423;0.300
'AlternateResponse(01_HOOFD_011, 01_HOOFD_820)';'AlternateResponse';'01_HOOFD_011';'01_HOOFD_820';0.719;0.510;0.309
'NotChainSuccession(01_HOOFD_011, 01_HOOFD_820)';'NotChainSuccession';'01_HOOFD_011';'01_HOOFD_820';1.000;0.607;0.430
'RespondedExistence(01_HOOFD_011, 02_DRZ_010)';'RespondedExistence';'01_HOOFD_011';'02_DRZ_010';0.983;0.697;0.486
'NotChainSuccession(01_HOOFD_011, 02_DRZ_010)';'NotChainSuccession';'01_HOOFD_011';'02_DRZ_010';1.000;0.697;0.494
'RespondedExistence(01_HOOFD_011, 03_GBH_005)';'RespondedExistence';'01_HOOFD_011';'03_GBH_005';0.573;0.406;0.208
'NotChainSuccession(01_HOOFD_011, 03_GBH_005)';'NotChainSuccession';'01_HOOFD_011';'03_GBH_005';0.994;0.509;0.361
'RespondedExistence(01_HOOFD_011, 04_BPT_005)';'RespondedExistence';'01_HOOFD_011';'04_BPT_005';0.976;0.692;0.500
'NotChainSuccession(01_HOOFD_011, 04_BPT_005)';'NotChainSuccession';'01_HOOFD_011';'04_BPT_005';1.000;0.709;0.512
'NotChainSuccession(01_HOOFD_011, 04_BPT_010)';'NotChainSuccession';'01_HOOFD_011';'04_BPT_010';1.000;0.228;0.162
'NotChainSuccession(01_HOOFD_011, 04_BPT_020)';'NotChainSuccession';'01_HOOFD_011';'04_BPT_020';1.000;0.250;0.177
'NotChainSuccession(01_HOOFD_011, 04_BPT_030)';'NotChainSuccession';'01_HOOFD_011';'04_BPT_030';1.000;0.234;0.166
'RespondedExistence(01_HOOFD_011, 05_EIND_010)';'RespondedExistence';'01_HOOFD_011';'05_EIND_010';0.503;0.357;0.227
'NotChainSuccession(01_HOOFD_011, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_011';'05_EIND_010';0.998;0.636;0.451
'NotChainSuccession(01_HOOFD_011, 06_VD_010)';'NotChainSuccession';'01_HOOFD_011';'06_VD_010';1.000;0.335;0.238
'RespondedExistence(01_HOOFD_011, 08_AWB45_005)';'RespondedExistence';'01_HOOFD_011';'08_AWB45_005';0.776;0.550;0.305
'NotChainSuccession(01_HOOFD_011, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_011';'08_AWB45_005';1.000;0.554;0.393
'NotChainSuccession(01_HOOFD_011, 08_AWB45_010)';'NotChainSuccession';'01_HOOFD_011';'08_AWB45_010';1.000;0.209;0.148
'NotChainSuccession(01_HOOFD_011, 08_AWB45_020_1)';'NotChainSuccession';'01_HOOFD_011';'08_AWB45_020_1';1.000;0.206;0.146
'NotChainSuccession(01_HOOFD_011, 08_AWB45_020_2)';'NotChainSuccession';'01_HOOFD_011';'08_AWB45_020_2';1.000;0.204;0.145
'NotChainSuccession(01_HOOFD_011, 08_AWB45_030)';'NotChainSuccession';'01_HOOFD_011';'08_AWB45_030';1.000;0.189;0.134
'RespondedExistence(01_HOOFD_011, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_011';'09_AH_I_010';0.831;0.589;0.494
'NotChainSuccession(01_HOOFD_011, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_011';'09_AH_I_010';1.000;0.709;0.595
'RespondedExistence(01_HOOFD_011, 11_AH_II_010)';'RespondedExistence';'01_HOOFD_011';'11_AH_II_010';0.810;0.575;0.349
'NotChainSuccession(01_HOOFD_011, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_011';'11_AH_II_010';1.000;0.607;0.430
'NotChainSuccession(01_HOOFD_011, 13_CRD_010)';'NotChainSuccession';'01_HOOFD_011';'13_CRD_010';1.000;0.351;0.249
'NotChainSuccession(01_HOOFD_011, 16_LGSD_010)';'NotChainSuccession';'01_HOOFD_011';'16_LGSD_010';1.000;0.219;0.155
'NotChainSuccession(01_HOOFD_011, 16_LGSV_010)';'NotChainSuccession';'01_HOOFD_011';'16_LGSV_010';1.000;0.292;0.207
'AtMostOne(01_HOOFD_015)';'AtMostOne';'01_HOOFD_015';;1.000;0.996;0.993
'Participation(01_HOOFD_015)';'Participation';'01_HOOFD_015';;0.996;0.993;0.989
'AlternatePrecedence(01_HOOFD_011, 01_HOOFD_015)';'AlternatePrecedence';'01_HOOFD_015';'01_HOOFD_011';0.712;0.505;0.503
'RespondedExistence(01_HOOFD_015, 01_BB_540)';'RespondedExistence';'01_HOOFD_015';'01_BB_540';0.626;0.624;0.389
'NotChainSuccession(01_HOOFD_015, 01_BB_540)';'NotChainSuccession';'01_HOOFD_015';'01_BB_540';1.000;0.624;0.622
'NotChainSuccession(01_HOOFD_015, 01_BB_630)';'NotChainSuccession';'01_HOOFD_015';'01_BB_630';1.000;0.147;0.146
'RespondedExistence(01_HOOFD_015, 01_BB_770)';'RespondedExistence';'01_HOOFD_015';'01_BB_770';0.742;0.739;0.546
'NotChainSuccession(01_HOOFD_015, 01_BB_770)';'NotChainSuccession';'01_HOOFD_015';'01_BB_770';1.000;0.739;0.737
'NotChainSuccession(01_HOOFD_015, 01_BB_775)';'NotChainSuccession';'01_HOOFD_015';'01_BB_775';1.000;0.412;0.411
'RespondedExistence(01_HOOFD_015, 01_HOOFD_010)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_010';1.000;0.996;0.994
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_010)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_010';0.984;0.981;0.978
'NotSuccession(01_HOOFD_015, 01_HOOFD_011)';'NotSuccession';'01_HOOFD_015';'01_HOOFD_011';1.000;0.709;0.707
'RespondedExistence(01_HOOFD_015, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_020';0.999;0.995;0.990
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_020)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_020';0.646;0.643;0.641
'RespondedExistence(01_HOOFD_015, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_030_1';0.949;0.946;0.895
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_030_1';0.811;0.767;0.765
'RespondedExistence(01_HOOFD_015, 01_HOOFD_030_2)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_030_2';0.942;0.939;0.881
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_030_2)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_030_2';0.875;0.821;0.818
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_040)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_040';0.998;0.282;0.281
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_050)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_050';1.000;0.423;0.422
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_060)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_060';1.000;0.282;0.281
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_061)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_061';0.876;0.354;0.353
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_065_0)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_065_0';0.998;0.442;0.440
'RespondedExistence(01_HOOFD_015, 01_HOOFD_065_1)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_065_1';0.556;0.554;0.307
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_065_1';0.997;0.552;0.550
'RespondedExistence(01_HOOFD_015, 01_HOOFD_065_2)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_065_2';0.555;0.553;0.306
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_065_2)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_065_2';1.000;0.553;0.551
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_090)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_090';0.998;0.337;0.336
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_100)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_100';0.998;0.176;0.176
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_101';0.998;0.209;0.208
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_101b)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_101b';1.000;0.231;0.230
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_110';0.998;0.384;0.383
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_110_0';1.000;0.416;0.414
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_110_1)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_110_1';0.995;0.325;0.324
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_110_2)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_110_2';0.996;0.335;0.334
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_120)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_120';0.998;0.371;0.369
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_130';0.998;0.292;0.290
'RespondedExistence(01_HOOFD_015, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_180';0.919;0.916;0.839
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_180';0.999;0.915;0.911
'RespondedExistence(01_HOOFD_015, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_195';0.730;0.727;0.530
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_195';0.992;0.722;0.720
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_196)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_196';1.000;0.284;0.283
'RespondedExistence(01_HOOFD_015, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_200';0.853;0.850;0.723
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_200';0.999;0.850;0.847
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_250)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_250';1.000;0.326;0.325
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_250_0)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_250_0';1.000;0.133;0.133
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_250_1';0.994;0.488;0.487
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_250_2';1.000;0.492;0.490
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_260)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_260';1.000;0.325;0.323
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_270)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_270';1.000;0.252;0.251
'RespondedExistence(01_HOOFD_015, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_330';0.759;0.756;0.572
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_330';1.000;0.756;0.753
'RespondedExistence(01_HOOFD_015, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_370';0.707;0.704;0.497
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_370';1.000;0.706;0.703
'RespondedExistence(01_HOOFD_015, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_375';0.841;0.838;0.703
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_375';0.993;0.833;0.830
'RespondedExistence(01_HOOFD_015, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_380';0.841;0.838;0.703
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_380';1.000;0.839;0.836
'RespondedExistence(01_HOOFD_015, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_430';0.697;0.695;0.483
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_430';1.000;0.695;0.692
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_440_1)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_440_1';1.000;0.171;0.170
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_440_2)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_440_2';1.000;0.167;0.166
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_445)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_445';0.998;0.166;0.165
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_446)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_446';1.000;0.126;0.126
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_460)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_460';1.000;0.165;0.164
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_465)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_465';1.000;0.165;0.164
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_470)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_470';1.000;0.212;0.211
'RespondedExistence(01_HOOFD_015, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_015';'01_HOOFD_480';0.696;0.694;0.481
'NotChainSuccession(01_HOOFD_015, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_015';'01_HOOFD_480';1.000;0.694;0.691
