'Constraint';'Template';'Activation';'Target';'Support';'Confidence level';'Interest factor'
'NotChainSuccession(01_HOOFD_100_0, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_100_0';'08_AWB45_005';1.000;0.335;0.169
'RespondedExistence(01_HOOFD_100_0, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_100_0';'09_AH_I_010';0.816;0.274;0.212
'NotChainSuccession(01_HOOFD_100_0, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_100_0';'09_AH_I_010';1.000;0.335;0.260
'RespondedExistence(01_HOOFD_100_0, 11_AH_II_010)';'RespondedExistence';'01_HOOFD_100_0';'11_AH_II_010';0.796;0.267;0.146
'NotChainSuccession(01_HOOFD_100_0, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_100_0';'11_AH_II_010';1.000;0.335;0.184
'AtMostOne(01_HOOFD_101)';'AtMostOne';'01_HOOFD_101';;1.000;0.703;0.494
'Participation(01_HOOFD_101)';'Participation';'01_HOOFD_101';;0.703;0.494;0.348
'AlternatePrecedence(01_HOOFD_011, 01_HOOFD_101)';'AlternatePrecedence';'01_HOOFD_101';'01_HOOFD_011';0.821;0.544;0.382
'AlternatePrecedence(01_HOOFD_065_0, 01_HOOFD_101)';'AlternatePrecedence';'01_HOOFD_101';'01_HOOFD_065_0';0.527;0.221;0.155
'RespondedExistence(01_HOOFD_101, 01_HOOFD_010)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_010';1.000;0.703;0.703
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_010)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_010';0.991;0.697;0.697
'NotSuccession(01_HOOFD_101, 01_HOOFD_011)';'NotSuccession';'01_HOOFD_101';'01_HOOFD_011';1.000;0.662;0.466
'RespondedExistence(01_HOOFD_101, 01_HOOFD_015)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_015';1.000;0.703;0.703
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_015)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_015';0.917;0.645;0.645
'RespondedExistence(01_HOOFD_101, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_020';1.000;0.703;0.700
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_020)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_020';0.999;0.702;0.699
'RespondedExistence(01_HOOFD_101, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_030_1';0.961;0.676;0.626
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_030_1';0.928;0.653;0.605
'RespondedExistence(01_HOOFD_101, 01_HOOFD_030_2)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_030_2';0.900;0.633;0.556
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_030_2)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_030_2';0.899;0.632;0.555
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_040)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_040';1.000;0.328;0.230
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_050)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_050';0.874;0.342;0.241
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_060)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_060';1.000;0.318;0.223
'RespondedExistence(01_HOOFD_101, 01_HOOFD_061)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_061';0.638;0.449;0.223
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_061)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_061';0.889;0.442;0.311
'NotSuccession(01_HOOFD_101, 01_HOOFD_065_0)';'NotSuccession';'01_HOOFD_101';'01_HOOFD_065_0';1.000;0.420;0.295
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_065_1';0.999;0.541;0.381
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_065_2)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_065_2';0.976;0.530;0.373
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_090)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_090';1.000;0.212;0.149
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_100_0)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_100_0';0.929;0.312;0.219
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_110)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_110';0.899;0.350;0.246
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_110_0)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_110_0';0.946;0.366;0.258
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_120)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_120';0.997;0.366;0.257
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_130)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_130';0.995;0.187;0.131
'RespondedExistence(01_HOOFD_101, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_180';0.911;0.641;0.554
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_180';0.988;0.694;0.601
'RespondedExistence(01_HOOFD_101, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_195';0.830;0.584;0.385
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_195';1.000;0.659;0.463
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_196)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_196';1.000;0.268;0.188
'RespondedExistence(01_HOOFD_101, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_200';0.815;0.573;0.447
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_200';0.998;0.702;0.548
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_250)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_250';0.997;0.324;0.228
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_250_1';0.997;0.367;0.258
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_250_2';1.000;0.368;0.259
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_260)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_260';1.000;0.324;0.228
'RespondedExistence(01_HOOFD_101, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_330';0.786;0.553;0.387
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_330';0.999;0.699;0.491
'RespondedExistence(01_HOOFD_101, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_370';0.686;0.482;0.321
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_370';1.000;0.666;0.469
'RespondedExistence(01_HOOFD_101, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_375';0.824;0.580;0.449
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_375';1.000;0.703;0.545
'RespondedExistence(01_HOOFD_101, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_380';0.822;0.578;0.447
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_380';1.000;0.703;0.544
'RespondedExistence(01_HOOFD_101, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_430';0.770;0.541;0.382
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_430';1.000;0.703;0.496
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_470)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_470';1.000;0.206;0.145
'RespondedExistence(01_HOOFD_101, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_480';0.770;0.541;0.384
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_480';1.000;0.703;0.498
'RespondedExistence(01_HOOFD_101, 01_HOOFD_490_1)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_490_1';0.816;0.574;0.441
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_1';1.000;0.703;0.540
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_1a)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_1a';1.000;0.331;0.233
'RespondedExistence(01_HOOFD_101, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_490_2';0.758;0.533;0.385
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_2';0.999;0.702;0.507
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_3)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_3';0.998;0.302;0.213
'RespondedExistence(01_HOOFD_101, 01_HOOFD_490_4)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_490_4';0.577;0.405;0.186
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_4';0.999;0.459;0.323
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_5)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_5';1.000;0.364;0.256
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_490_5a)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_490_5a';1.000;0.296;0.208
'RespondedExistence(01_HOOFD_101, 01_HOOFD_491)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_491';0.595;0.419;0.193
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_491';0.999;0.460;0.323
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_494a)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_494a';0.998;0.297;0.209
'RespondedExistence(01_HOOFD_101, 01_HOOFD_495)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_495';0.804;0.565;0.349
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_495';1.000;0.616;0.433
'RespondedExistence(01_HOOFD_101, 01_HOOFD_500)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_500';0.524;0.369;0.172
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_500';1.000;0.467;0.328
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_0)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_0';0.998;0.328;0.231
'RespondedExistence(01_HOOFD_101, 01_HOOFD_510_1)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_510_1';0.791;0.556;0.415
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_1';1.000;0.703;0.525
'RespondedExistence(01_HOOFD_101, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_510_2';0.800;0.562;0.421
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_2';0.989;0.695;0.521
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_2a)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_2a';0.997;0.323;0.227
'RespondedExistence(01_HOOFD_101, 01_HOOFD_510_3)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_510_3';0.520;0.365;0.150
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_3)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_3';0.999;0.411;0.289
'RespondedExistence(01_HOOFD_101, 01_HOOFD_510_4)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_510_4';0.509;0.358;0.144
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_510_4)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_510_4';0.998;0.401;0.282
'RespondedExistence(01_HOOFD_101, 01_HOOFD_515)';'RespondedExistence';'01_HOOFD_101';'01_HOOFD_515';0.520;0.365;0.150
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_515)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_515';1.000;0.411;0.289
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_519)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_519';1.000;0.188;0.132
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_520)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_520';1.000;0.342;0.240
'NotChainSuccession(01_HOOFD_101, 01_HOOFD_530)';'NotChainSuccession';'01_HOOFD_101';'01_HOOFD_530';0.990;0.330;0.232
'RespondedExistence(01_HOOFD_101, 02_DRZ_010)';'RespondedExistence';'01_HOOFD_101';'02_DRZ_010';0.822;0.578;0.379
'NotSuccession(01_HOOFD_101, 02_DRZ_010)';'NotSuccession';'01_HOOFD_101';'02_DRZ_010';0.998;0.654;0.460
'RespondedExistence(01_HOOFD_101, 04_BPT_005)';'RespondedExistence';'01_HOOFD_101';'04_BPT_005';0.820;0.576;0.385
'NotSuccession(01_HOOFD_101, 04_BPT_005)';'NotSuccession';'01_HOOFD_101';'04_BPT_005';0.998;0.667;0.469
'NotChainSuccession(01_HOOFD_101, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_101';'05_EIND_010';0.982;0.399;0.280
'NotChainSuccession(01_HOOFD_101, 06_VD_010)';'NotChainSuccession';'01_HOOFD_101';'06_VD_010';0.985;0.326;0.229
'RespondedExistence(01_HOOFD_101, 08_AWB45_005)';'RespondedExistence';'01_HOOFD_101';'08_AWB45_005';0.629;0.442;0.223
'NotChainSuccession(01_HOOFD_101, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_005';0.989;0.499;0.351
'NotChainSuccession(01_HOOFD_101, 08_AWB45_010)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_010';1.000;0.256;0.180
'NotChainSuccession(01_HOOFD_101, 08_AWB45_020_1)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_020_1';0.996;0.244;0.171
'NotChainSuccession(01_HOOFD_101, 08_AWB45_020_2)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_020_2';0.982;0.236;0.166
'NotChainSuccession(01_HOOFD_101, 08_AWB45_030)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_030';1.000;0.238;0.167
'NotChainSuccession(01_HOOFD_101, 08_AWB45_040)';'NotChainSuccession';'01_HOOFD_101';'08_AWB45_040';0.994;0.205;0.144
'RespondedExistence(01_HOOFD_101, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_101';'09_AH_I_010';0.824;0.580;0.449
'NotChainSuccession(01_HOOFD_101, 09_AH_I_010)';'NotChainSuccession';'01_HOOFD_101';'09_AH_I_010';1.000;0.703;0.545
'RespondedExistence(01_HOOFD_101, 11_AH_II_010)';'RespondedExistence';'01_HOOFD_101';'11_AH_II_010';0.702;0.494;0.271
'NotChainSuccession(01_HOOFD_101, 11_AH_II_010)';'NotChainSuccession';'01_HOOFD_101';'11_AH_II_010';1.000;0.549;0.386
'NotChainSuccession(01_HOOFD_101, 13_CRD_010)';'NotChainSuccession';'01_HOOFD_101';'13_CRD_010';1.000;0.313;0.220
'AtMostOne(01_HOOFD_110)';'AtMostOne';'01_HOOFD_110';;0.942;0.367;0.143
'Precedence(01_HOOFD_010, 01_HOOFD_110)';'Precedence';'01_HOOFD_110';'01_HOOFD_010';1.000;1.000;0.389
'NotSuccession(01_HOOFD_110, 01_HOOFD_010)';'NotSuccession';'01_HOOFD_110';'01_HOOFD_010';1.000;0.389;0.389
'NotSuccession(01_HOOFD_110, 01_HOOFD_011)';'NotSuccession';'01_HOOFD_110';'01_HOOFD_011';1.000;0.389;0.258
'RespondedExistence(01_HOOFD_110, 01_HOOFD_015)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_015';1.000;0.389;0.389
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_015)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_015';1.000;0.389;0.389
'RespondedExistence(01_HOOFD_110, 01_HOOFD_020)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_020';1.000;0.389;0.388
'NotSuccession(01_HOOFD_110, 01_HOOFD_020)';'NotSuccession';'01_HOOFD_110';'01_HOOFD_020';0.999;0.389;0.387
'RespondedExistence(01_HOOFD_110, 01_HOOFD_030_1)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_030_1';0.941;0.366;0.339
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_030_1)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_030_1';0.996;0.388;0.360
'RespondedExistence(01_HOOFD_110, 01_HOOFD_030_2)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_030_2';0.941;0.366;0.322
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_030_2)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_030_2';1.000;0.389;0.342
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_040)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_040';1.000;0.328;0.128
'RespondedExistence(01_HOOFD_110, 01_HOOFD_050)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_050';0.885;0.345;0.135
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_050)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_050';0.984;0.383;0.150
'NotCoExistence(01_HOOFD_110, 01_HOOFD_061)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_061';1.000;0.389;0.194
'NotCoExistence(01_HOOFD_110, 01_HOOFD_065_0)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_065_0';1.000;0.389;0.163
'RespondedExistence(01_HOOFD_110, 01_HOOFD_065_1)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_065_1';1.000;0.389;0.211
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_065_1)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_065_1';0.997;0.388;0.210
'RespondedExistence(01_HOOFD_110, 01_HOOFD_065_2)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_065_2';1.000;0.389;0.211
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_065_2)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_065_2';1.000;0.389;0.211
'NotCoExistence(01_HOOFD_110, 01_HOOFD_100_0)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_100_0';1.000;0.335;0.131
'RespondedExistence(01_HOOFD_110, 01_HOOFD_101)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_101';0.549;0.214;0.150
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_101)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_101';0.993;0.387;0.272
'NotCoExistence(01_HOOFD_110, 01_HOOFD_110_0)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_110_0';1.000;0.387;0.151
'RespondedExistence(01_HOOFD_110, 01_HOOFD_120)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_120';0.946;0.369;0.135
'RespondedExistence(01_HOOFD_110, 01_HOOFD_180)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_180';0.985;0.384;0.332
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_180)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_180';0.983;0.383;0.331
'RespondedExistence(01_HOOFD_110, 01_HOOFD_195)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_195';0.586;0.228;0.150
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_195)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_195';0.997;0.388;0.256
'RespondedExistence(01_HOOFD_110, 01_HOOFD_200)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_200';0.928;0.361;0.282
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_200)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_200';1.000;0.389;0.304
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_250)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_250';1.000;0.325;0.127
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_250_1)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_250_1';1.000;0.368;0.143
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_250_2)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_250_2';1.000;0.368;0.143
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_260)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_260';0.998;0.323;0.126
'RespondedExistence(01_HOOFD_110, 01_HOOFD_330)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_330';0.698;0.272;0.190
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_330)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_330';1.000;0.389;0.273
'RespondedExistence(01_HOOFD_110, 01_HOOFD_370)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_370';0.904;0.352;0.235
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_370)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_370';1.000;0.389;0.260
'RespondedExistence(01_HOOFD_110, 01_HOOFD_375)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_375';0.904;0.352;0.273
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_375)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_375';1.000;0.389;0.302
'RespondedExistence(01_HOOFD_110, 01_HOOFD_380)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_380';0.900;0.350;0.271
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_380)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_380';1.000;0.389;0.301
'RespondedExistence(01_HOOFD_110, 01_HOOFD_430)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_430';0.809;0.315;0.222
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_430)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_430';1.000;0.389;0.275
'RespondedExistence(01_HOOFD_110, 01_HOOFD_480)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_480';0.820;0.319;0.226
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_480)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_480';1.000;0.389;0.276
'RespondedExistence(01_HOOFD_110, 01_HOOFD_490_1)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_490_1';0.898;0.350;0.269
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_490_1)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_490_1';1.000;0.389;0.299
'NotCoExistence(01_HOOFD_110, 01_HOOFD_490_1a)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_490_1a';1.000;0.331;0.129
'RespondedExistence(01_HOOFD_110, 01_HOOFD_490_2)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_490_2';0.783;0.305;0.220
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_490_2)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_490_2';0.999;0.389;0.281
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_490_4)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_490_4';1.000;0.389;0.179
'NotCoExistence(01_HOOFD_110, 01_HOOFD_490_5)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_490_5';1.000;0.364;0.142
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_491)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_491';0.998;0.389;0.179
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_495)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_495';1.000;0.389;0.240
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_500)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_500';1.000;0.389;0.182
'NotCoExistence(01_HOOFD_110, 01_HOOFD_510_0)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_510_0';1.000;0.329;0.128
'RespondedExistence(01_HOOFD_110, 01_HOOFD_510_1)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_510_1';0.883;0.344;0.257
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_510_1)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_510_1';1.000;0.389;0.291
'RespondedExistence(01_HOOFD_110, 01_HOOFD_510_2)';'RespondedExistence';'01_HOOFD_110';'01_HOOFD_510_2';0.870;0.339;0.254
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_510_2)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_510_2';0.999;0.389;0.292
'NotCoExistence(01_HOOFD_110, 01_HOOFD_510_2a)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_510_2a';1.000;0.324;0.126
'NotCoExistence(01_HOOFD_110, 01_HOOFD_510_3)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_510_3';1.000;0.389;0.160
'NotCoExistence(01_HOOFD_110, 01_HOOFD_510_4)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_510_4';1.000;0.389;0.156
'NotCoExistence(01_HOOFD_110, 01_HOOFD_515)';'NotCoExistence';'01_HOOFD_110';'01_HOOFD_515';1.000;0.389;0.160
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_520)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_520';1.000;0.342;0.133
'NotChainSuccession(01_HOOFD_110, 01_HOOFD_530)';'NotChainSuccession';'01_HOOFD_110';'01_HOOFD_530';1.000;0.334;0.130
'NotSuccession(01_HOOFD_110, 02_DRZ_010)';'NotSuccession';'01_HOOFD_110';'02_DRZ_010';1.000;0.389;0.255
'NotSuccession(01_HOOFD_110, 04_BPT_005)';'NotSuccession';'01_HOOFD_110';'04_BPT_005';1.000;0.389;0.261
'RespondedExistence(01_HOOFD_110, 05_EIND_010)';'RespondedExistence';'01_HOOFD_110';'05_EIND_010';0.816;0.318;0.129
'NotChainSuccession(01_HOOFD_110, 05_EIND_010)';'NotChainSuccession';'01_HOOFD_110';'05_EIND_010';0.992;0.386;0.157
'NotChainSuccession(01_HOOFD_110, 06_VD_010)';'NotChainSuccession';'01_HOOFD_110';'06_VD_010';0.994;0.329;0.128
'NotChainSuccession(01_HOOFD_110, 08_AWB45_005)';'NotChainSuccession';'01_HOOFD_110';'08_AWB45_005';1.000;0.389;0.197
'RespondedExistence(01_HOOFD_110, 09_AH_I_010)';'RespondedExistence';'01_HOOFD_110';'09_AH_I_010';0.904;0.352;0.273
